Drexel ID,First Name,Middle Name,Last Name,Major,Minor
jdp58,John,Daniel,Page,Bachelor of Science in Business Administration in Business Administration,
jjc53,John,Jeremiah,Chiarini,Master of Science in Data Science in Data Science,
mtm579,Michael,Thomas,Mendoza,Master of Science in Project Management,Minor in Epidemiology
jde73,Juanita,Daphne,Eggleston,Bachelor of Science in Economics and Public Health,Minor in Architectural Engineering
smr916,Sara,Mary,Ratliff,Bachelor of Science in Economics and Mathematics,
gtj26,Gene,Tracey,Jackson,Bachelor of Science in Graphic Design,Minor in Health and Social Justice
sjb445,Stephanie,Joanna,Bradley,Master of Science in Engineering Technology,Minor in Law
jrj23,Janet,Rhiannon,James,Bachelor of Science in Special Education (PK-12),
ccs58,Christopher,Charles,Selby,Bachelor of Science in Business Administration in Business Administration,
elm13,Ethel,Lillian,Monk,Bachelor of Science in Economics and Mathematics,
ntb92,Nicholas,Timothy,Bui,Bachelor of Arts in Communication,Minor in DragonsTeach Middle Years Minor
csm66,Carol,Sharon,Martin,Bachelor of Science in Business Administration in International Business Co-Major,
pml412,Preston,Michael,Leonard,Bachelor of Science in Health Sciences,
asb60,Anita,Sara,Booth,Bachelor of Science in Environmental Engineering in Environmental Engineering,Minor in Addictions Counseling
mlb683,Michelle,Laura,Booth,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,
wda521,William,Douglas,Austin,Education Specialist in School Psychology,
tbw614,Terrance,Bryce,Williams,Bachelor of Arts in Global Studies,
mpp26,Melissa,Pat,Park,Bachelor of Arts in Global Studies,Minor in User Experience and Interaction Design
wsb43,William,Stephen,Breaud,Bachelor of Science in Film & Television,Minor in Film Studies
acs77,Ann,Carol,Santoro,Bachelor of Arts in Sociology,
kcl80,Katie,Cody,Landon,Master of Public Health in Environmental and Occupational Health,
med13,Melba,Elsie,Dieppa,Bachelor of Science in Business Administration in Marketing,
sed24,Sarah,Ethel,Deutsch,Bachelor of Science in Hospitality Management in Hospitality Management,Minor in Human Computer Interaction
cmp454,Connie,Miriam,Postell,Bachelor of Science in Engineering in Engineering,
ash69,Anna,Shelby,Herkert,Bachelor of Science in Business Administration in Business (General),Minor in User Experience and Interaction Design
mhr33,Melvin,Hugo,Rawlins,Education Specialist in School Psychology,
ndk42,Norah,Diane,King,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,
rdp23,Ryan,David,Perkins,Bachelor of Science in Computer Engineering in Computer Engineering,
jkd15,Jay,Keith,Dorsey,Master of Science in Drexel Pathway to Medical School,
hjs84,Heath,John,Sawer,Master of Science in Chemistry,
iaf33,Isabel,Antonio,Findley,Bachelor of Science in Economics in Economics,
djl96,David,James,Linebarger,Bachelor of Science in Business Administration in Accounting,
drc949,Donald,Robert,Crawford,Bachelor of Science in Product Design,
jtf75,Joy,Tammy,Franklin,Master of Science in Clinical Research for Health Professionals,
mtb23,Marilyn,Theresa,Berger,Master of Science in Creative Education and Entrepreneurship,
ncv85,Nancy,Candace,Vastardis,Bachelor of Science in Software Engineering in Software Engineering,
mpr472,Mathew,Phillip,Reedy,Bachelor of Science in Architectural Engineering in Architectural Engineering,
cbf84,Calvin,Bryan,Farmer,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,
rag22,Robert,Anthony,Gonzalez,Master of Public Health in Global Health,Minor in Nutrition
fva50,Fanny,Veronica,Alward,Bachelor of Science in Business Administration in Operations and Supply Chain Management,Minor in Global Studies
lwa32,Leonard,Ward,Alverez,Bachelor of Science in General Studies,
jmp99,Jason,Michael,Prescott,Bachelor of Science in Economics and Business,
ess58,Eileen,Shirley,Spence,Bachelor of Science Degree inNursing in Nursing,
bsh70,Bernice,Sandra,Hankins,Bachelor of Science in Data Science in Data Science,
mcc95,Martha,Carol,Chambers,Bachelor of Science in Physics,Minor in Biophysics
dhg55,Dorothy,Heidi,Guidry,program_name,Minor in User Experience and Interaction Design
jmc40,Joseph,Melvin,Caldwell,Bachelor of Science in Chemistry-Biochemistry Concentration,
wmc81,William,Michael,Chien,Bachelor of Science in Business Administration in Marketing,
pgj134,Patrick,Guy,Johnson,Bachelor of Science in Exercise Science,
caa14,Charles,Arthur,Acker,Bachelor of Science in Information Systems in Information Systems,
rmb18,Roseline,Marcia,Buck,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),
gmr56,Gladys,Mary,Robinson,Bachelor of Science in Business Administration in Operations and Supply Chain Management,
rdb36,Ryan,David,Brown,Master of Science in Systems Engineering,Minor in Sport Management
jjb68,James,Jerry,Blattner,Bachelor of Science in Business Administration in Sport Business,
mcl888,Mark,Christopher,Lee,Bachelor of Science in Business Administration in Marketing,Minor in Engineering Leadership
nam114,Nicole,Angela,Matzke,Bachelor of Science in Business Administration in Esport Business,Minor in Epidemiology
som61,Shane,Odis,Moore,Doctor of Philosophy in Couple and Family Therapy,Minor in Information Systems
laf90,Larry,Alfonso,Federick,Master of Science in Physics,Minor in Esports
kbb23,Kathy,Barbara,Blount,Bachelor of Science in Biological Sciences,
drb52,Douglas,Ryan,Batters,Bachelor of Science in Business Administration in Management Information Systems,
gdi20,Grace,Dawn,Ingram,Bachelor of Science in Film & Television,
wms80,William,Michael,Shankle,Bachelor of Science in Environmental Science,
jde19,Joshua,Dewey,Evans,Master of Science in Interior Architecture,
ekm13,Ernest,Kenneth,Moore,Doctor of Philosophy in Chemistry,Minor in Engineering Management
sir65,Sarah,Irene,Rangel,Bachelor of Science in Animation & Visual Effects,
wab67,William,Alexis,Beach,Bachelor of Science in Computer Science in Computer Science,Minor in Computing Technology
ecp25,Effie,Carol,Peterson,Master of Health Administration in Health Administration,
pgw39,Patricia,Gracie,Williams,"Bachelor of Arts in Philosophy, Politics and Economics",
tjb21,Tami,Jannette,Blair,Bachelor of Science in Business Administration in Sport Business,Minor in Jazz and African-American Music
ctk81,Cheryl,Terri,Keith,Bachelor of Science in Business Administration in Real Estate Management and Development,
jdm54,John,Donald,Mercer,Bachelor of Science in Health Sciences,
jvq62,Joseph,Victor,Quinn,Bachelor of Science in Economics in Economics,
ecb598,Esteban,Carlos,Brown,Master of Laws in Cyber Law and Data Privacy (LLM) - Quarter Calendar,
vrz28,Virginia,Rebecca,Zorn,Master of Science in Information in Human-Computer Interaction and User Experience,
lwm462,Leigh,Wanda,Munro,Bachelor of Science in Health Sciences,Minor in Chemical Engineering
mnj94,Malcolm,Nicholas,Johnson,Master of Science in Materials Science and Engineering,
mwm72,Marvin,William,Maxfield,Master of Science in Marketing in Marketing,
tpc127,Timothy,Paul,Clements,Bachelor of Science in Mathematics,Minor in War and Society
jjl46,Junior,James,Littlejohn,Bachelor of Science in Business Administration in Business Analytics (co-major),Minor in Business Consulting
wws82,Wilmer,Will,Smyer,Master of Science in Finance in Finance,
kmt60,Karen,Melody,Therrien,Master of Science in Global and International Education,Minor in Biophysics
rtm54,Ricky,Ted,Morrow,Bachelor of Science in Computer Engineering in Computer Engineering,
cmf53,Carlos,Marvin,Fritts,Bachelor of Science in Education: Non-Certification,Minor in Marketing
csw702,Carolyn,Sandra,Wedgeworth,Master of Laws in Health Care and Pharmaceutical Compliance (LLM) - Quarter Calendar,
sjh67,Sarah,Jenna,Hartley,Bachelor of Science in Chemical Engineering in Chemical Engineering,
jrh236,Jeffrey,Refugio,Handley,Bachelor of Science in Interior Design,
ajh35,Andrew,Jeffrey,Hare,"Master of Science in Biomedical Science (MS: School of Biomedical Engineering, Science and Health Systems)",
rjw32,Robert,James,Williams,Bachelor of Science in Economics and Mathematics,
bem747,Barbara,Eva,Mendez,Master of Public Health in Urban Health,
sdr46,Steve,Daniel,Rodriguez,Bachelor of Arts in Environmental Studies and Sustainability,
ljr14,Lois,Julie,Rowe,Master of Science in Software Engineering in Software Engineering,Minor in Theatre
hsk591,Helen,Sharon,Kimmerle,Bachelor of Science in General Studies,Minor in Technology Innovation Management
tdr54,Thelma,Donna,Rice,Bachelor of Science in Health Data Analytics,
jec299,Jaime,Edith,Cadwell,Master of Science in Environmental and Occupational Health Sciences,
amr72,Angela,Mary,Reynolds,"Bachelor of Arts in English, Writing Concentration",
bcs641,Barbara,Carla,Shell,Bachelor of Science in Special Education (PK-12),Minor in Robotics and Automation
gan89,Gail,Angela,Newberg,Bachelor of Architecture in Architecture,
cjh28,Claude,John,Harris,Bachelor of Arts in Chemistry,
lwf517,Leon,Walter,Flanagan,Bachelor of Science in Sustainability and Innovation,Minor in Biological Sciences
swg43,Steven,Warren,Goodrich,Bachelor of Science in Economics and Business,
rml86,Robert,Marcus,Lupez,Bachelor of Science in Environmental Science,
alt40,Amelia,Lois,Taveras,Bachelor of Science in Art History,Minor in User Experience and Interaction Design
mdd40,Mary,Dianna,Davis,Bachelor of Science in Computing and Security Technology in Computing and Security Technology,Minor in Social Entrepreneurship
rgf20,Robert,Gerard,Ford,"Master of Science in Teaching, Learning and Curriculum",Minor in Asian Studies
etk182,Eric,Terry,King,Bachelor of Science in Health Services Administration,
ses52,Sharon,Ellen,Starnes,Bachelor of Science in Dance,Minor in Sustainability in the Built Environment
cbp24,Claudia,Beverly,Pollard,Master of Science in Environmental and Occupational Health Sciences,
bkm29,Barbara,Kimberly,Mcqueen,Bachelor of Science in Chemical Engineering in Chemical Engineering,
mbr62,Micheal,Bobby,Ryan,Bachelor of Science in Film & Television,Minor in Nonprofit Communication
mrc954,Michael,Ronald,Coffey,Master of Science in Bioinformatics,
jds87,James,Donald,Spencer,Master of Science in Entrepreneurship and Innovation,
ajt81,Amy,Jessenia,Tucker,Bachelor of Science in Animation & Visual Effects,
jrf80,Jason,Randall,Ferrell,Bachelor of Arts in Entrepreneurship & Innovation 3-year Option,
ara80,August,Robert,Akin,Bachelor of Science in Chemical Engineering in Chemical Engineering,
osm93,Ollie,Shirley,Mendez,Bachelor of Science in General Studies,Minor in STEM Education
cds84,Charles,David,Skeens,Doctor of Physical Therapy in Physical Therapy,
wpl32,Walter,Phillip,Lakes,Bachelor of Arts in Communication,Minor in Virtual Reality & Immersive Media
rwr38,Robert,William,Ramsey,Bachelor of Science in Special Education (PK-12),Minor in Biophysics
srr702,Sumiko,Rebecca,Rosen,Master of Science in Epidemiology,Minor in Law
ftj99,Flora,Teresa,Jarvis,Bachelor of Science in Architectural Studies,
slo39,Sharon,Linda,Oldfield,Bachelor of Science in Design and Merchandising,
rjr74,Ralph,James,Ring,Master of Public Health in Urban Health,Minor in Screenwriting
rrf145,Robert,Ryan,Fitzgerald,Bachelor of Science in Business Administration in Marketing,
krp96,Keith,Ricky,Preston,Bachelor of Science in Behavioral Health Counseling,
eks361,Erin,Kenneth,Stimpson,Bachelor of Science in Business Administration in Technology Innovation Management (co-major),Minor in Jazz and African-American Music
arp13,Adam,Robert,Powless,Master of Science in Marketing in Marketing,Minor in Architecture
mch57,Matthew,Christopher,Hepner,Master of Science in Applied Behavior Analysis and Special Education,Minor in Film Studies
rrc98,Rachel,Rosa,Conner,Master of Science in Clinical Research Organization & Management,
kpo53,Kimberly,Patty,Ortega,Doctor of Philosophy in Epidemiology,
ddb616,Debra,Dorothy,Bull,Bachelor of Science in Graphic Design,
tah86,Timothy,Adam,Huang,Bachelor of Science in Business Administration in Management Information Systems,Minor in Music
adt53,Annie,Darla,Thomas,Bachelor of Science in User Experience and Interaction Design,
jkb35,Jorge,Kevin,Bruley,Bachelor of Science in Architectural Engineering in Architectural Engineering,
ssh97,Sara,Silvia,Huntsman,Bachelor of Science in Economics in Economics,
pmo28,Penny,Mary,Ortiz,Master of Science in Materials Science and Engineering,
gep311,Gary,Ernest,Powell,Master of Arts in Dance/Movement Therapy and Counseling,
nrp58,Norman,Randy,Parker,Bachelor of Science in Interior Design,Minor in Fine Arts
mmw34,Megan,Margie,Workman,"Master of Science in Biomedical Engineering (MS: School of Biomedical Engineering, Science and Health Systems)",
mjt34,Maria,Julie,Trader,Bachelor of Science in Nutrition and Foods,Minor in Nonprofit Communication
frf44,Felice,Ruth,Fuller,Bachelor of Science in Digital Media and Virtual Production,Minor in Exercise Science
jfk66,Joann,Felicia,Knott,Bachelor of Science in Business and Engineering in Business and Engineering,Minor in War and Society
msg57,Monica,Susan,Gass,Bachelor of Science in Materials Science and Engineering in Materials Science and Engineering,Minor in Sport Regulation & Compliance
kcf801,Kathryn,Carmella,Foreman,Master of Science in Accounting in Accounting,
ljh42,Larry,John,Haar,Bachelor of Science in Geoscience,
hde75,Herman,Daniel,Eytcheson,Master of Arts in Music Therapy and Counseling,Minor in Human Computer Interaction
osg39,Otto,Scott,Gokey,Bachelor of Science in Physics,
hmp20,Homer,Marvin,Peck,Bachelor of Science in Biological Sciences,Minor in Engineering Management
imb13,Inger,Marsha,Buss,Doctor of Philosophy in Couple and Family Therapy,
cmg12,Carole,Melissa,Gibson,Bachelor of Science in Custom-Designed Major,
nss91,Naomi,Sydney,Simmons,Master of Public Health in Community Health and Prevention,
sls36,Stephen,Lloyd,Stewart,Bachelor of Science in Film & Television,
spk77,Stephan,Paul,Kamp,Bachelor of Science in Engineering in Engineering,
jcf71,Jacqueline,Charlotte,Fejes,Bachelor of Science in Chemical Engineering in Chemical Engineering,
fml55,Floyd,Marc,Lewis,Bachelor of Science in Civil Engineering in Civil Engineering,
nsb13,Nathan,Sherwood,Baker,Master of Science in Finance in Finance,
drk88,David,Robin,Kiser,Master of Science in Medical Science,
jmh404,Jaclyn,Melissa,Holt,Bachelor of Science Degree inNursing in Nursing,Minor in Chemical Engineering
nag574,Natalie,Angela,Guthrie,Bachelor of Science in Engineering in Engineering,Minor in Virtual Reality & Immersive Media
gdc85,Gary,Danny,Cultice,Bachelor of Science in Business Administration in Business (General),
llw43,Lawana,Louise,Wark,Bachelor of Science in Economics and Public Health,
jgg93,Jeannie,Gloria,Gianotti,Bachelor of Science in Exercise Science,
hrc875,Hector,Ronald,Costa,Master of Science in Education Improvement and Transformation,
tsr80,Tonya,Sandra,Reid,Doctor of Philosophy in Electrical Engineering,
mjs299,Martha,Joan,Stillwagon,Bachelor of Science in Biological Sciences,Minor in Human Computer Interaction
mer262,Margaret,Emily,Rupe,Doctor of Philosophy in Chemical Engineering,Minor in Performing Arts
